,Field,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
144,rest,214,"O Pedersen, T Binzer, J Borum",Sulphide intrusion in eelgrass (Zostera marina L.),2004,"Plant, Cell & Environment",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.2004.01173.x,"https://scholar.google.com/scholar?cites=13069957846749367141&as_sdt=2005&sciodt=0,5&hl=en",359,2019-09-07 23:54:23,,,,,,,,,214,14.27,71,3,15
375,ag,12,MA Eid,Halophytic plants for phytoremediation of heavy metals contaminated soil.,2011,The Journal of American Science,cabdirect.org,https://www.cabdirect.org/cabdirect/abstract/20123200226,"https://scholar.google.com/scholar?cites=13408336623117507313&as_sdt=2005&sciodt=0,5&hl=en",359,2019-09-07 23:36:05,,,,,,,,,12,1.5,12,1,8
201,ag,3,JA Abbas,Economic halophytes of Bahrain,2006,Sabkha ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-5072-5_9,"https://scholar.google.com/scholar?cites=7567237799172040034&as_sdt=2005&sciodt=0,5&hl=en",360,2019-09-07 23:36:05,,,,,,,,,3,0.23,3,1,13
611,rest,148,"S Xue, F Zhu, X Kong, C Wu, L Huang, N Huang…",A review of the characterization and revegetation of bauxite residues (Red mud),2016,… Science and Pollution …,Springer,https://link.springer.com/article/10.1007/s11356-015-4558-8,"https://scholar.google.com/scholar?cites=13565128897812689700&as_sdt=2005&sciodt=0,5&hl=en",360,2019-09-07 23:54:23,,,,,,,,,148,49.33,21,7,3
170,ag,57,"G Lee, RN Carrow, RR Duncan",Criteria for assessing salinity tolerance of the halophytic turfgrass seashore paspalum,2005,Crop science,dl.sciencesocieties.org,https://dl.sciencesocieties.org/publications/cs/abstracts/45/1/0251,"https://scholar.google.com/scholar?cites=5594147328191309493&as_sdt=2005&sciodt=0,5&hl=en",361,2019-09-07 23:36:05,,,,,,,,,57,4.07,19,3,14
313,rest,23,RJ Howard,Intraspecific variation in growth of marsh macrophytes in response to salinity and soil type: implications for wetland restoration,2010,Estuaries and Coasts,Springer,https://link.springer.com/article/10.1007/s12237-009-9227-z,"https://scholar.google.com/scholar?cites=2261540611560134428&as_sdt=2005&sciodt=0,5&hl=en",361,2019-09-07 23:54:23,,,,,,,,,23,2.56,23,1,9
237,rest,21,"CMJ Williams, TK Biswas, G Schrale…",Use of saline land and wastewater for growing a potential biofuel crop (Arundo donax L.),2008,Conference …,researchgate.net,https://www.researchgate.net/profile/Tapas_Biswas5/publication/292985398_USE_OF_SALINE_LAND_AND_WASTEWATER_FOR_GROWING_A_POTENTIAL_BIOFUEL_CROP_ARUNDO_DONAX_L/links/56b430f708ae636a540d2835.pdf,"https://scholar.google.com/scholar?cites=13478138859625181559&as_sdt=2005&sciodt=0,5&hl=en",362,2019-09-07 23:54:23,PDF,,,,,,,,21,1.91,5,4,11
376,ag,39,"L Liu, Y Wang, N Wang, YY Dong, ...","Cloning of a Vacuolar H+‐pyrophosphatase Gene from the Halophyte Suaeda corniculata whose Heterologous Overexpression Improves Salt, Saline‐alkali and Drought …",2011,Journal of integrative …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7909.2011.01066.x,"https://scholar.google.com/scholar?cites=514633880307942656&as_sdt=2005&sciodt=0,5&hl=en",362,2019-09-07 23:36:05,,,,,,,,,39,4.88,8,5,8
269,ag,10,P ZuccaRini,"Ion uptake by halophytic plants to mitigate saline stress in Solanum lycopersicon L., and different effect of soil and water salinity",2008,Soil and Water Research,agriculturejournals.cz,https://www.agriculturejournals.cz/publicFiles/25_2008-SWR.pdf,"https://scholar.google.com/scholar?cites=12917549967014550243&as_sdt=2005&sciodt=0,5&hl=en",363,2019-09-07 23:36:05,PDF,,,,,,,,10,0.91,10,1,11
509,rest,1,"T KHUJANAZAROV, K Toderich…",Utilization of marginal water and lands in the Zeravshan River Basin as part of a climate change adaptation strategy,2014,Journal of Arid Land …,nodaiweb.university.jp,http://nodaiweb.university.jp/desert/pdf11/101-104_KHUJANAZAROV.pdf,"https://scholar.google.com/scholar?cites=7017032454892190786&as_sdt=2005&sciodt=0,5&hl=en",363,2019-09-07 23:54:23,PDF,,,,,,,,1,0.2,0,3,5
177,rest,0,INVPOFW MONOCOTS,"MIHÁLY CZAKÓ, XIANZHONG FENG 2, YUKE HE 2, SHARADA GOLLAPUDI, AND LÁSZLÓ MÁRTON",2006,PHYTOREMEDIATION RHIZOREMEDIATION,Springer,https://link.springer.com/content/pdf/10.1007/978-1-4020-4999-4.pdf#page=218,,364,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,13
631,ag,4,SA Attia-Ismail,Mineral Balance in Animals as Affected by Halophyte and Salt Tolerant Plant Feeding,2016,,researchgate.net,https://www.researchgate.net/profile/Prof_Salah_Attia-Ismail/publication/286755979_Mineral_Balance_in_Animals_as_Affected_by_Halophyte_and_Salt_Tolerant_Plant_Feeding/links/566d5e9008aea0892c525790/Mineral-Balance-in-Animals-as-Affected-by-Halophyte-and-Salt-Tolerant-Plant-Feeding.pdf,"https://scholar.google.com/scholar?cites=15837758098278504175&as_sdt=2005&sciodt=0,5&hl=en",364,2019-09-07 23:36:05,PDF,,,,,,,,4,1.33,4,1,3
632,ag,19,"S Lutts, P Qin, RM Han",Salinity influences biosorption of heavy metals by the roots of the halophyte plant species Kosteletzkya pentacarpos,2016,Ecological engineering,Elsevier,https://www.sciencedirect.com/science/article/pii/S0925857416303354,"https://scholar.google.com/scholar?cites=8923156219189983650&as_sdt=2005&sciodt=0,5&hl=en",365,2019-09-07 23:36:05,,,,,,,,,19,6.33,6,3,3
673,rest,0,C Sathya,Phytoaccumulation And Remediation Of Heavy Metals By Lemna Polyrrhiza L And Pistia Stratiotes Engl An Eco Friendly Approach,2017,,Tiruchirappalli,,,365,2019-09-07 23:54:23,CITATION,,,,,,,,0,0,0,1,2
283,rest,0,"EM Gurbanov, AA Akhundova",Phytoecological indicators for biological recultivation of soils polluted with oil in the Absheron peninsula,2009,Biosystems Diversity,cyberleninka.ru,https://cyberleninka.ru/article/n/phytoecological-indicators-for-biological-recultivation-of-soils-polluted-with-oil-in-the-absheron-peninsula,,366,2019-09-07 23:54:23,HTML,,,,,,,,0,0,0,2,10
417,ag,20,"NL Lamdan, ZIV Attia, N Moran, ...",The Arabidopsis‐related halophyte Thellungiella halophila: boron tolerance via boron complexation with metabolites?,2012,"Plant, cell & …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.2011.02447.x,"https://scholar.google.com/scholar?cites=5219061786230999878&as_sdt=2005&sciodt=0,5&hl=en",366,2019-09-07 23:36:05,,,,,,,,,20,2.86,5,4,7
470,ag,11,"L Xianzhao, W Chunzhi, S Qing",Screening for salt tolerance in eight halophyte species from Yellow River Delta at the two initial growth stages,2013,ISRN Agronomy,downloads.hindawi.com,http://downloads.hindawi.com/journals/isrn.agronomy/2013/592820.pdf,"https://scholar.google.com/scholar?cites=8041948053107710372&as_sdt=2005&sciodt=0,5&hl=en",367,2019-09-07 23:36:05,PDF,,,,,,,,11,1.83,4,3,6
797,rest,0,"J Callaway, T Crisman, T Dunne, MD Hamilton…",Building a Scientific Basis for Restoration of the Mesopotamian Marshlands,,eeob.iastate.edu,,https://www.eeob.iastate.edu/classes/EEOB-590A/marshcourse/III.4/III.4c-2%20Building%20a%20Scientific%20Basis%20Report.doc,,367,2019-09-07 23:54:23,DOC,,,,,,,,0,0,0,5,
435,rest,9,"BT Yasseen, RF Al-Thani",Ecophysiology of wild plants and conservation perspectives in the State of Qatar,2013,Agricultural Chemistry,intechopen.com,https://www.intechopen.com/books/agricultural-chemistry/ecophysiology-of-wild-plants-and-conservation-perspectives-in-the-state-of-qatar,"https://scholar.google.com/scholar?cites=17097505719270932489&as_sdt=2005&sciodt=0,5&hl=en",368,2019-09-07 23:54:23,HTML,,,,,,,,9,1.5,5,2,6
577,ag,15,"T Centofanti, G Bañuelos",Evaluation of the halophyte Salsola soda as an alternative crop for saline soils high in selenium and boron,2015,Journal of environmental management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301479715300086,"https://scholar.google.com/scholar?cites=18244618998420101480&as_sdt=2005&sciodt=0,5&hl=en",368,2019-09-07 23:36:05,,,,,,,,,15,3.75,8,2,4
6,ag,172,"AR Yeo, TJ Flowers",Salt Tolerance in the Halophyte Suaeda maritima L. Dum.: Evaluation of the Effect of Salinity upon Growth,1980,Journal of Experimental Botany,academic.oup.com,https://academic.oup.com/jxb/article-abstract/31/4/1171/442168,"https://scholar.google.com/scholar?cites=7588400196752588461&as_sdt=2005&sciodt=0,5&hl=en",369,2019-09-07 23:36:05,,,,,,,,,172,4.41,86,2,39
74,rest,313,"C Craft, J Reader, JN Sacco…",TWENTY‐FIVE YEARS OF ECOSYSTEM DEVELOPMENT OF CONSTRUCTED SPARTINA ALTERNIFLORA (LOISEL) MARSHES,1999,Ecological …,Wiley Online Library,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/1051-0761(1999)009%5B1405:TFYOED%5D2.0.CO%3B2,"https://scholar.google.com/scholar?cites=16131421735515681504&as_sdt=2005&sciodt=0,5&hl=en",369,2019-09-07 23:54:23,,,,,,,,,313,15.65,78,4,20
471,ag,12,"M Modarresi, GA Nematzadeh, F Moradian",Salinity response pattern and isolation of catalase gene from halophyte plant Aeluropus littoralis,2013,Photosynthetica,Springer,https://link.springer.com/article/10.1007/s11099-013-0060-z,"https://scholar.google.com/scholar?cites=2563606646304203418&as_sdt=2005&sciodt=0,5&hl=en",370,2019-09-07 23:36:05,,,,,,,,,12,2,4,3,6
510,rest,3,"H Böcük, C Türe",Phytoremediation possibilities of boron-contaminated environments by wild plants growing on boron reserve areas in Turkey,2014,Communications in soil science and plant …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00103624.2014.909828,"https://scholar.google.com/scholar?cites=10701356490055644157&as_sdt=2005&sciodt=0,5&hl=en",370,2019-09-07 23:54:23,,,,,,,,,3,0.6,2,2,5
436,rest,49,"I Parraga-Aguado, MN Gonzalez-Alcaraz…",The importance of edaphic niches and pioneer plant species succession for the phytomanagement of mine tailings,2013,Environmental …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0269749113000389,"https://scholar.google.com/scholar?cites=17947198223731306070&as_sdt=2005&sciodt=0,5&hl=en",371,2019-09-07 23:54:23,,,,,,,,,49,8.17,16,3,6
472,ag,6,A Amouei,Effect of saline soil levels stresses on agronomic parameters and fodder value of the halophyte Atriplex leucoclada L.(Chenopodiaceae),2013,African Journal of Agricultural Research,academicjournals.org,http://www.academicjournals.org/app/webroot/article/article1380887610_Amouei.pdf,"https://scholar.google.com/scholar?cites=2449522570682942086&as_sdt=2005&sciodt=0,5&hl=en",371,2019-09-07 23:36:05,PDF,,,,,,,,6,1,6,1,6
117,ag,17,"H Li, K Zhao, X Wang",The inhibition of salinity on the germination of halophyte seeds,2002,Journal of Shandong Agricultural University,europepmc.org,https://europepmc.org/abstract/cba/390413,"https://scholar.google.com/scholar?cites=11498243402153495499&as_sdt=2005&sciodt=0,5&hl=en",372,2019-09-07 23:36:05,,,,,,,,,17,1,6,3,17
674,rest,4,"CW Finkl, C Makowski",Coastal Wetlands: Alteration and Remediation,2017,,books.google.com,https://books.google.com/books?hl=en&lr=&id=YG0tDwAAQBAJ&oi=fnd&pg=PR5&dq=halophyte+restoration+remediation&ots=q1SiEZRMuY&sig=iVnimdyulR8ylfDm4QmP4bPHZ7s,"https://scholar.google.com/scholar?cites=14647978879867370430&as_sdt=2005&sciodt=0,5&hl=en",372,2019-09-07 23:54:23,BOOK,,,,,,,,4,2,2,2,2
153,ag,28,MN Noaman,Effect of potassium and nitrogen fertilizers on the growth and biomass of some halophytes grown under high levels of salinity,2004,Journal of Agronomy,docsdrive.com,http://www.docsdrive.com/pdfs/ansinet/ja/2004/25-30.pdf,"https://scholar.google.com/scholar?cites=7962531908373390437&as_sdt=2005&sciodt=0,5&hl=en",373,2019-09-07 23:36:05,PDF,,,,,,,,28,1.87,28,1,15
718,rest,8,"KY Biel, NP Yensen","The Hypotheses of Halosynthesis, Photoprotection, Soil Remediation via Salt-Conduction, and Potential Medical Benefits",2018,Complex Biological Systems: Adaptation …,books.google.com,https://books.google.com/books?hl=en&lr=&id=JSF0DwAAQBAJ&oi=fnd&pg=PA125&dq=halophyte+restoration+remediation&ots=JmaxaLKxzQ&sig=MciRB1a3deP9Jj909VEPTWW8Dak,"https://scholar.google.com/scholar?cites=16535270945624323502&as_sdt=2005&sciodt=0,5&hl=en",373,2019-09-07 23:54:23,,,,,,,,,8,8,4,2,1
35,ag,13,"NP Yensen, JL Bedell","Considerations for the selection, adaptation, and application of halophyte crops to highly saline desert environments as exemplified by the long-term development of …",1993,Towards the rational use of high salinity tolerant …,Springer,https://link.springer.com/chapter/10.1007/978-94-011-1860-6_37,"https://scholar.google.com/scholar?cites=14433697161325180971&as_sdt=2005&sciodt=0,5&hl=en",374,2019-09-07 23:36:05,,,,,,,,,13,0.5,7,2,26
437,rest,13,"RI Lonard, FW Judd, R Stalter",The Biological Flora of Coastal Dunes and Wetlands: Distichlis spicata (C. Linnaeus) E. Greene,2013,Journal of Coastal Research,jcronline.org,http://www.jcronline.org/doi/abs/10.2112/JCOASTRES-D-12-00018.1,"https://scholar.google.com/scholar?cites=9919885479343342635&as_sdt=2005&sciodt=0,5&hl=en",374,2019-09-07 23:54:23,,,,,,,,,13,2.17,4,3,6
64,ag,56,"CA Madramootoo, WR Johnston, LS Willardson",Management of agricultural drainage water quality,1997,,books.google.com,https://books.google.com/books?hl=en&lr=&id=kkQmezRpwLYC&oi=fnd&pg=PA1&dq=halophyte+agriculture&ots=fQqgFbIgwQ&sig=VFq2vUHly2EeLnrBHL0UAojiTHs,"https://scholar.google.com/scholar?cites=12302970669812160802&as_sdt=2005&sciodt=0,5&hl=en",375,2019-09-07 23:36:05,BOOK,,,,,,,,56,2.55,19,3,22
612,rest,0,SA Carrion,Determining Factors that Influence Smooth Cordgrass (Spartina alterniflora Loisel) Transplant Success In Community-Based Living Shoreline Projects,2016,,stars.library.ucf.edu,https://stars.library.ucf.edu/honorstheses/68/,,375,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,3
438,rest,14,"DH Kim, SU Jo, JC Yoo, K Baek",Ex situ pilot scale electrokinetic restoration of saline soil using pulsed current,2013,Separation and Purification Technology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383586613005911,"https://scholar.google.com/scholar?cites=7890318012239595548&as_sdt=2005&sciodt=0,5&hl=en",376,2019-09-07 23:54:23,,,,,,,,,14,2.33,4,4,6
528,ag,15,"I Parraga-Aguado, MN González-Alcaraz, ...",Assessment of the employment of halophyte plant species for the phytomanagement of mine tailings in semiarid areas,2014,Ecological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0925857414003528,"https://scholar.google.com/scholar?cites=16486028489204135087&as_sdt=2005&sciodt=0,5&hl=en",376,2019-09-07 23:36:05,,,,,,,,,15,3,5,3,5
314,rest,3,"D FENG, C YU, Y BAI",Research of mi-crobial-phytoremediation on petroleum-contaminated soil,2010,Environment and Ecology in the Three …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-SXHS201006025.htm,"https://scholar.google.com/scholar?cites=6349897166453090378&as_sdt=2005&sciodt=0,5&hl=en",377,2019-09-07 23:54:23,,,,,,,,,3,0.33,1,3,9
689,ag,14,"XY Tian, CS Zhang",Illumina-based analysis of endophytic and rhizosphere bacterial diversity of the coastal halophyte Messerschmidia sibirica,2017,Frontiers in microbiology,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fmicb.2017.02288/full?report=reader,"https://scholar.google.com/scholar?cites=4421263479316894826&as_sdt=2005&sciodt=0,5&hl=en",377,2019-09-07 23:36:05,HTML,,,,,,,,14,7,7,2,2
315,rest,1,"CY Ma, X LI, H SHI, C CHEN, X CUI",The common species and application of salt* to* lerant plants,2010,Northern Horticulture,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-BFYY201003083.htm,"https://scholar.google.com/scholar?cites=8410836292974597823&as_sdt=2005&sciodt=0,5&hl=en",378,2019-09-07 23:54:23,,,,,,,,,1,0.11,0,5,9
473,ag,12,"HJ De Lange, M Paulissen, PA Slim",Halophyte filters': the potential of constructed wetlands for application in saline aquaculture,2013,International journal of …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15226514.2012.702804,"https://scholar.google.com/scholar?cites=11891941701943175417&as_sdt=2005&sciodt=0,5&hl=en",378,2019-09-07 23:36:05,,,,,,,,,12,2,4,3,6
171,ag,49,"MA Khan, IA Ungar, AM Showalter",Salt stimulation and tolerance in an intertidal stem-succulent halophyte,2005,Journal of Plant Nutrition,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1081/PLN-200067462,"https://scholar.google.com/scholar?cites=5114896064020745797&as_sdt=2005&sciodt=0,5&hl=en",379,2019-09-07 23:36:05,,,,,,,,,49,3.5,16,3,14
764,rest,0,"MA Ullah, M Rasheed…","Salinity and sodicity influence on Taramira (Eruca sativa), A medicinal crop",2019,Research in Pharmacy,updatepublishing.com,https://updatepublishing.com/journal/index.php/rip/article/view/5715,,379,2019-09-07 23:54:23,,,,,,,,,0,0,0,3,1
118,ag,563,"MG Pitman, A Läuchli",Global impact of salinity and agricultural ecosystems,2002,Salinity: environment-plants-molecules,Springer,https://link.springer.com/chapter/10.1007/0-306-48155-3_1,"https://scholar.google.com/scholar?cites=8477857170625456130&as_sdt=2005&sciodt=0,5&hl=en",380,2019-09-07 23:36:05,,,,,,,,,563,33.12,282,2,17
394,rest,1,JE Herrick,Environmental soil management,2012,Range and animal sciences and resources …,eolss.net,http://www.eolss.net/Sample-Chapters/C10/E5-35-11.pdf,"https://scholar.google.com/scholar?cites=7676034608446503948&as_sdt=2005&sciodt=0,5&hl=en",380,2019-09-07 23:54:23,PDF,,,,,,,,1,0.14,1,1,7
119,ag,5,"HA Abul Fatih, EM Abdel Bari, A Alsubaey, YM Ibrahim",Halophytes and soil salinity in Qatar,2002,,quspace.qu.edu.qa,http://quspace.qu.edu.qa/handle/10576/10002,"https://scholar.google.com/scholar?cites=16245796651714643230&as_sdt=2005&sciodt=0,5&hl=en",381,2019-09-07 23:36:05,,,,,,,,,5,0.29,1,4,17
511,rest,0,"D ZHAO, Y LIU",Effects of Petroleum Pollution on the Growth of Suaeda heteroptera Kitagawa under Saline Condition,2014,Hubei Agricultural Sciences,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-HBNY201407015.htm,,381,2019-09-07 23:54:23,,,,,,,,,0,0,0,2,5
529,ag,16,A El-Keblawy,Effects of seed storage on germination of desert halophytes with transient seed bank,2014,Sabkha Ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-94-007-7411-7_7,"https://scholar.google.com/scholar?cites=6445941393578741884&as_sdt=2005&sciodt=0,5&hl=en",382,2019-09-07 23:36:05,,,,,,,,,16,3.2,16,1,5
675,rest,4,"陈柯罕, 张科, 李取生, 胡妮, 徐智敏, 魏佳",四种盐生植物对 Cd Pb 复合污染提取修复效果比较研究,2017,农业环境科学学报,aes.org.cn,http://www.aes.org.cn/html/2017/3/20170307.htm,"https://scholar.google.com/scholar?cites=9505817261410485491&as_sdt=2005&sciodt=0,5&hl=en",382,2019-09-07 23:54:23,HTML,,,,,,,,4,2,1,6,2
65,ag,21,"JD Trent, RR Blank, JA Young",ECOPHYSIOLOGY OF THE TEMPERATE DESERT HALOPHYTES: ALLENROLFEA OCCIDENTALS AND SARCOBATUS VERMICULATUS,1997,The Great Basin Naturalist,JSTOR,https://www.jstor.org/stable/pdf/41712975.pdf,"https://scholar.google.com/scholar?cites=15558041053798994698&as_sdt=2005&sciodt=0,5&hl=en",383,2019-09-07 23:36:05,,,,,,,,,21,0.95,7,3,22
798,rest,0,I di Biochimica,Remediation ofwetlands by Phragmites australis,,academia.edu,,http://www.academia.edu/download/41571528/Remediation_of_wetlands_by_Phragmites_au20160125-10824-1c3lpif.pdf,,383,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,1,
